filename,CC_score,KLD_score
116,0.7035259094579037,1.2097542
117,0.764064276215729,1.1493466
118,0.9227043840753577,1.4821813
119,0.5773399870472815,1.9677523
120,0.8787707055251418,0.9930566
121,0.343256821080591,2.0388796
122,0.8452678574869197,2.3268948
123,0.8748851731740745,0.44115782
124,0.8546823399693577,2.522565
125,0.7820985013298825,3.8076246
126,0.8939338131667972,1.1404594
127,0.7303110776708748,1.2105231
128,0.818748528398313,1.6893446
129,0.7328164056043405,0.9874101
130,0.7773944579376808,1.6686076
131,0.6814535195171104,1.4546072
132,0.6892520743710093,1.139481
133,0.740888315333619,0.55601245
134,0.7048229252964036,1.4334748
135,0.8628455487741988,0.98056966
136,0.7570517481212506,0.7072913
137,0.6491168970497887,3.0918157
138,0.7764112168747882,1.8387692
139,0.8056356850228408,0.6536506
140,0.7542165280647317,0.9481834
141,0.7755659600921906,0.99439406
142,0.8894956714966252,1.7181313
143,0.6049440443380504,1.3960719
144,0.6203157274879557,0.8753125
145,0.54262162211413,1.1081332
146,0.9254263517189989,0.48641562
147,0.8448614204613,0.6890337
148,0.8432447782415428,0.5604545
149,0.4749599307611543,3.6165006
150,0.5814760135021524,1.5564111
151,0.9054706051900347,0.6890713
152,0.8396260460985492,1.5935929
153,0.9165938407376745,0.6193337
154,0.8595078093442288,0.8223014
155,0.45695832176842854,2.5709102
156,0.618097711796765,0.97155786
157,0.7862435470529048,1.2933589
158,0.5471614903663562,3.515343
159,0.8834290345291648,0.9744206
160,0.6621381070590523,2.4208226
161,0.9305058171441059,1.3269882
162,0.8152885216674984,0.76634526
163,0.7601094752740742,1.956772
164,0.7593427931722332,2.2562904
165,0.7933673848019887,1.0729927
166,0.78519549894448,0.7472897
167,0.6922548655104678,1.3059239
168,0.7175416232073436,1.4376813
169,0.7954064624974673,2.094019
170,0.6141795701053371,0.90987897
171,0.6852305306673647,1.9296354
172,0.47632794435158576,2.4684262
173,0.8127074652333417,1.6390656
174,0.6308902687184051,0.84192586
175,0.7570617410998861,1.2458744
176,0.7503825122200879,0.7074762
177,0.6158500585669445,1.1451126
178,0.5495294391650557,1.6001694
179,0.3389703974105537,1.2975081
180,0.7319319788343724,1.0785315
181,0.7064820288338755,1.6560998
182,0.9604013439182928,0.9055582
183,0.8564952009800985,0.94879997
184,0.8048332901845597,1.1884726
185,0.8056438186000319,1.0974995
186,0.8707040637333407,1.0135494
187,0.7562011442450246,2.0917275
188,0.8561875492412419,1.0106318
189,0.9039953276699669,0.6139416
190,0.8506749628920375,2.0367744
191,0.8332559719221909,1.9612602
192,0.33785934769728154,1.0383769
193,0.5099711329588498,1.592816
194,0.6812931848585491,1.3327104
195,0.8092204085786043,1.1071581
196,0.9494892550875355,1.7915001
197,0.5923035966285223,1.2888405
198,0.9131403032432392,2.375619
199,0.8750626286360147,1.1800916
200,0.8413875470531049,1.0338941
201,0.8325962338604882,1.5296519
202,0.863858940470236,2.2885053
203,0.7681064101073164,1.3124148
204,0.9196556778768027,1.7747219
205,0.7176014061648984,1.553804
206,0.6501299214387652,1.6608328
207,0.5522044800461369,1.4339064
208,0.4347417186825764,1.5522412
209,0.6557158335457576,1.8871983
210,0.6345343404969578,0.9955422
211,0.931300325969839,0.9171165
212,0.662338263747396,2.4997654
213,0.819506341014472,0.8306413
214,0.5568327414501916,0.65785927
215,0.8586529827460623,0.655543
216,0.8194223580254211,0.56421715
217,0.4259489474273259,1.8836086
218,0.685803450717079,1.5713353
219,0.5338852484424822,1.5274122
220,0.7386096983494764,1.1211021
221,0.7160227012038215,2.9290254
222,0.7606425969069253,2.9042752
223,0.6099113792446318,3.6334052
224,0.6645814372485744,3.8018224
225,0.919073248030323,1.0431644
226,0.7367497344320847,0.92548406
227,0.6695481192225324,2.141644
228,0.862489151711665,0.4996332
229,0.5540270882517767,1.1797355
230,0.6902337961654891,1.4692231
231,0.7308404127616662,1.2246852
232,0.7791414220341643,1.4964032
233,0.8375671460274713,1.6728166
234,0.8507656706347397,1.3634673
235,0.6700236789494118,1.0402348
236,0.538598766871093,2.6448236
237,0.7878531778617752,1.2113649
238,0.9271741075656368,0.80266666
239,0.8025035023604321,1.7986423
240,0.546177595189597,1.5739202
241,0.8586904548060964,1.2524146
242,0.9083807212731227,0.5307092
243,0.6411869562894457,2.3545542
244,0.6617806036120583,1.4312166
245,0.6187199758968547,0.8023782
246,0.5490528335897887,2.7373512
247,0.7162888943555651,1.352579
248,0.690496261136711,0.58396107
249,0.7737119950989448,2.8483548
250,0.602599935179013,1.9049151
251,0.7239401489151874,3.5936995
252,0.511593172247879,1.9115995
253,0.7572811232149502,1.8830293
254,0.6409002928160926,1.0126585
255,0.9016590496092926,0.92505085
256,0.7075614148450238,2.0768042
257,0.5702280351052369,3.2021568
258,0.5462644145412938,2.0980613
259,0.4390314047228664,2.2833707
260,0.7119744596443792,1.1660746
261,0.9187378477114678,0.8925492
262,0.5453160917625807,1.3308996
263,0.6796639557382309,2.0993927
264,0.79823912951867,1.1328535
265,0.6565787927003083,2.3768494
266,0.7145179824256047,2.5780149
267,0.8849077154420595,0.6816482
268,0.7303397420703571,2.0019934
269,0.9414631385877491,0.5036439
270,0.7828152584910767,0.94180363
271,0.8235723231661558,1.0758085
272,0.5415861541239354,1.7456384
273,0.693874450062678,2.1217043
274,0.8694205353598535,0.48528042
275,0.8896717851428765,0.6334581
276,0.7206571437997271,0.86189073
277,0.8956871219921678,0.8797831
278,0.47738069475861794,1.1996623
279,0.5675485620920925,1.7111579
280,0.8117479544343744,1.1695284
281,0.8174875689010311,1.4505239
282,0.7310272061473057,1.0290251
283,0.8545504982694718,0.97726405
284,0.7016039498832374,1.0417898
285,0.47126223668678074,1.3981464
286,0.5388251950409781,1.2219014
287,0.8134669490546145,1.0548142
288,0.644144157881671,1.0703863
289,0.7187681070886149,2.0382147
290,0.4042904959732135,1.5470527
291,0.820726974189021,1.0644181
292,0.6982408645599587,0.8829563
293,0.9203925319287755,0.9440341
294,0.8164226083918036,1.3622806
295,0.5860971788256988,2.2177408
296,0.6702568956458516,1.5964578
297,0.821091559640678,0.84331983
298,0.8695313944423082,1.538428
299,0.5712879502206509,0.81002194
300,0.8706570347734378,1.7216045
301,0.8573223666679722,0.9724577
302,0.7620170376207703,0.87701005
303,0.5778633131197948,1.0637957
304,0.7830356562825,1.7802194
305,0.5661523164674053,2.5805085
306,0.8536346049542909,1.0856668
307,0.6969056509919465,1.646538
308,0.7931748277316075,1.0004414
309,0.6290061663936958,0.72904736
310,0.7943875327792013,0.63928133
311,0.5948575966953344,2.4591696
312,0.8175631647412033,0.89377874
313,0.3962833587621873,2.1579635
314,0.8030266714229103,1.7091327
315,0.9086623071249021,1.9205202
316,0.9090759155572868,1.5418444
317,0.5957781218538855,2.4787364
318,0.6271034413683538,4.942732
319,0.9065140982112156,0.7770847
320,0.8934418783508538,0.73579776
321,0.8920903875870891,1.0560825
322,0.8297041009378874,1.6733507
323,0.6396381011630737,1.6912585
324,0.6901092917339001,1.5996335
325,0.694373306810454,1.6822387
326,0.7454912025427124,1.2510742
327,0.7554512023140784,1.1780239
328,0.521489886223361,1.7079127
329,0.901191175662576,1.5849183
330,0.3948830054007795,1.8238298
331,0.7624770274293479,3.3519833
332,0.5330922570401044,1.4689909
333,0.6546045120921059,0.93611616
334,0.7832459074494121,2.4751518
335,0.8071052362710257,1.0037432
336,0.7256539767245772,2.535083
337,0.48607357552340447,0.9325144
338,0.8694776816566359,0.7118196
339,0.43074837429238966,2.1899707
340,0.5314622599497296,4.4057074
341,0.9039610289789116,1.0921767
342,0.8529663170175112,1.0479583
343,0.715284078065103,1.6436479
344,0.8533705890373862,1.1945409
345,0.7461856384893186,3.0704772
346,0.6367584096426147,1.5175496
347,0.8835730370296143,0.4998236
348,0.898074805905045,0.66710407
349,0.8373251898934471,2.1161346
350,0.9343169936222995,0.5385958
351,0.5405021611326951,1.0102872
352,0.8429854456587179,2.3239737
353,0.8150703825593975,1.3026083
354,0.8956809453003414,1.1039702
355,0.8104473521686385,0.42422134
356,0.9157873950117954,1.142918
357,0.7884874629203226,1.8512496
358,0.9276925235852417,0.9115701
359,0.6773091927638375,1.4808984
360,0.7124599440454573,1.6879102
361,0.7913609921388125,1.0550977
362,0.42793998122865934,2.3233397
363,0.5338499941569805,1.7543824
364,0.823346895413268,0.62971467
365,0.9043766838090767,0.687903
366,0.7924125384296021,0.80854094
367,0.8700951999485242,0.5555935
368,0.9393470955285861,0.6372462
369,0.7790408783977631,0.5004803
370,0.5223795428882849,1.0410179
371,0.720227727480375,1.2207733
372,0.8362096398875036,1.2069722
373,0.7569725626064814,1.1066891
374,0.9008823350552608,1.5147835
375,0.5841579841231133,1.1924564
376,0.5716053132832939,1.6802754
377,0.7967159764700149,2.3788273
378,0.6499047139668329,1.6492431
379,0.8865320770807826,2.5506542
380,0.8931511925070649,0.6254976
381,0.63224890404103,2.8869023
382,0.6950590952305336,0.9565877
383,0.6866184215228244,1.6833329
384,0.7426768362152792,1.076155
385,0.8158473107060948,1.3638076
386,0.8275271833490411,0.7022837
387,0.5690980537104852,1.3407893
388,0.7378175689732985,1.2893703
389,0.8634885540632233,0.6419111
390,0.5417235712703905,3.6660032
391,0.736971710866486,1.7156304
392,0.5524701884570847,1.9276268
393,0.6567755012652388,2.3952613
394,0.6318075472254018,2.1941261
395,0.6320374797127518,1.8471507
396,0.5608875709476449,1.0988129
397,0.787600661037251,1.4267421
398,0.5446801082369335,1.7372013
399,0.5135369638283974,2.5574255
